method,cluster,type,cramer,percent_change,delay,size
cluster_use_default,10,bertweet_sentiment,0.11451,1,1,89
cluster_distilbert_default,0,bertweet_sentiment,0.11441,2,3,65
cluster_minilm_default,16,textblob_sentiment,0.11437,1,3,33
cluster_minilm_default,16,textblob_sentiment,0.11437,0.5,3,33
cluster_distilbert_default,6,textblob_sentiment,0.11401,0,3,72
cluster_mpnet_dbcv,0,textblob_sentiment,0.11395,0,1,189
cluster_minilm_default,10,textblob_sentiment,0.11387,2,1,66
cluster_distilbert_default,12,textblob_sentiment,0.11368,2,2,64
cluster_minilm_default,29,textblob_sentiment,0.11367,1.5,3,61
cluster_minilm_default,29,textblob_sentiment,0.11367,2,3,61
cluster_minilm_default,29,textblob_sentiment,0.11344,1.5,2,61
cluster_distilbert_default,22,bertweet_sentiment,0.1133,1.5,1,91
cluster_minilm_default,22,textblob_sentiment,0.11312,0,2,83
cluster_distilbert_default,0,bertweet_sentiment,0.11308,1.5,3,65
cluster_minilm_default,31,bertweet_sentiment,0.11298,0,2,101
cluster_use_default,3,bertweet_sentiment,0.11291,2,3,150
cluster_use_dbcv,3,bertweet_sentiment,0.11277,1,3,327
cluster_use_default,8,textblob_sentiment,0.11274,1.5,3,108
cluster_minilm_default,21,bertweet_sentiment,0.11252,2,2,168
cluster_minilm_default,22,textblob_sentiment,0.1125,1.5,3,83
cluster_mpnet_default,2,textblob_sentiment,0.11228,0,1,119
cluster_minilm_default,27,textblob_sentiment,0.11227,1,1,72
cluster_distilbert_default,7,bertweet_sentiment,0.11211,1.5,2,32
cluster_use_default,1,textblob_sentiment,0.11202,0,3,53
cluster_distilbert_default,9,bertweet_sentiment,0.11201,0,3,34
cluster_minilm_default,18,textblob_sentiment,0.1119,0,2,111
cluster_use_default,10,bertweet_sentiment,0.11155,1.5,2,89
cluster_distilbert_default,17,bertweet_sentiment,0.11121,1,1,73
cluster_distilbert_default,8,bertweet_sentiment,0.11117,0.5,3,108
cluster_minilm_default,3,bertweet_sentiment,0.11071,0.5,3,53
cluster_distilbert_default,14,distilbert_sentiment,0.11069,0,3,39
cluster_distilbert_default,17,bertweet_sentiment,0.11058,1.5,1,73
cluster_distilbert_default,17,bertweet_sentiment,0.11054,2,3,73
cluster_minilm_default,3,textblob_sentiment,0.10864,1,2,53
cluster_use_default,5,textblob_sentiment,0.1085,2,1,52
cluster_use_default,3,bertweet_sentiment,0.10822,0,2,150
cluster_minilm_default,31,bertweet_sentiment,0.10815,2,3,101
cluster_distilbert_default,16,textblob_sentiment,0.10815,0,1,103
cluster_distilbert_default,5,textblob_sentiment,0.10814,0.5,1,89
cluster_minilm_default,17,distilbert_sentiment,0.10781,0,1,44
cluster_minilm_default,33,distilbert_sentiment,0.10768,0,3,59
cluster_minilm_default,27,textblob_sentiment,0.10756,0,1,72
cluster_distilbert_default,14,bertweet_sentiment,0.10746,0,1,39
cluster_use_default,4,textblob_sentiment,0.10744,0.5,2,96
cluster_distilbert_default,0,bertweet_sentiment,0.10736,0,3,65
cluster_distilbert_default,0,bertweet_sentiment,0.10736,0.5,3,65
cluster_distilbert_default,22,textblob_sentiment,0.10728,1.5,1,91
cluster_use_default,1,textblob_sentiment,0.10723,0,1,53
cluster_use_default,10,bertweet_sentiment,0.10697,0.5,1,89
cluster_minilm_default,26,distilbert_sentiment,0.10693,0,1,215
cluster_mpnet_default,2,bertweet_sentiment,0.10636,0,2,119
cluster_mpnet_default,3,textblob_sentiment,0.10621,1,3,56
cluster_minilm_default,25,textblob_sentiment,0.10606,0,3,70
cluster_minilm_default,25,textblob_sentiment,0.106,0,2,70
cluster_distilbert_default,11,bertweet_sentiment,0.10586,1,2,58
cluster_distilbert_default,11,bertweet_sentiment,0.10586,0.5,2,58
cluster_mpnet_default,2,textblob_sentiment,0.10584,1,3,119
cluster_distilbert_default,13,bertweet_sentiment,0.10565,1,3,78
cluster_minilm_default,2,textblob_sentiment,0.10563,0,3,65
cluster_minilm_default,5,textblob_sentiment,0.10549,0,1,37
cluster_minilm_default,15,textblob_sentiment,0.1054,1,1,152
cluster_minilm_default,14,textblob_sentiment,0.1049,2,2,46
cluster_minilm_default,10,textblob_sentiment,0.10484,0,2,66
cluster_distilbert_default,15,bertweet_sentiment,0.10476,0.5,3,257
cluster_minilm_default,7,bertweet_sentiment,0.10472,0.5,1,63
cluster_minilm_default,21,textblob_sentiment,0.104,0,1,168
cluster_minilm_default,19,textblob_sentiment,0.10381,1.5,1,173
cluster_minilm_default,33,textblob_sentiment,0.10378,2,1,59
cluster_minilm_default,13,textblob_sentiment,0.10378,0.5,2,49
cluster_mpnet_dbcv,0,textblob_sentiment,0.10362,0.5,1,189
cluster_minilm_default,21,bertweet_sentiment,0.10343,0.5,3,168
cluster_minilm_default,18,bertweet_sentiment,0.10298,0,2,111
cluster_minilm_default,1,textblob_sentiment,0.1026,0.5,2,39
cluster_distilbert_default,5,textblob_sentiment,0.10239,0.5,2,89
cluster_mpnet_default,8,bertweet_sentiment,0.1019,0.5,3,218
cluster_mpnet_default,6,bertweet_sentiment,0.10176,0.5,2,74
cluster_distilbert_default,19,distilbert_sentiment,0.10148,0,2,163
cluster_minilm_default,2,textblob_sentiment,0.10114,2,1,65
cluster_use_default,4,textblob_sentiment,0.10075,0,2,96
cluster_use_default,3,bertweet_sentiment,0.1007,1.5,3,150
cluster_distilbert_default,19,bertweet_sentiment,0.10064,1,1,163
cluster_minilm_default,19,bertweet_sentiment,0.10042,0.5,1,173
cluster_minilm_default,23,textblob_sentiment,0.0997,2,2,59
cluster_minilm_default,23,textblob_sentiment,0.09967,0,3,59
cluster_distilbert_default,19,textblob_sentiment,0.0996,2,2,163
cluster_minilm_default,29,textblob_sentiment,0.09956,0,2,61
cluster_distilbert_default,20,textblob_sentiment,0.09954,0,2,91
cluster_minilm_default,7,textblob_sentiment,0.09947,0.5,2,63
cluster_mpnet_dbcv,0,bertweet_sentiment,0.09944,2,3,189
cluster_mpnet_default,0,textblob_sentiment,0.09863,1,1,91
cluster_mpnet_default,0,textblob_sentiment,0.09863,1.5,1,91
cluster_use_default,8,textblob_sentiment,0.09843,2,3,108
cluster_minilm_default,15,bertweet_sentiment,0.09814,1,1,152
cluster_minilm_default,33,textblob_sentiment,0.09714,1.5,1,59
cluster_distilbert_default,3,textblob_sentiment,0.09687,1.5,1,76
cluster_minilm_default,10,textblob_sentiment,0.09679,1.5,1,66
cluster_mpnet_dbcv,0,textblob_sentiment,0.09664,2,3,189
cluster_mpnet_default,2,bertweet_sentiment,0.09662,1,2,119
cluster_distilbert_default,17,textblob_sentiment,0.09656,2,3,73
cluster_minilm_default,7,textblob_sentiment,0.09636,0,2,63
cluster_use_default,4,textblob_sentiment,0.09624,1.5,2,96
cluster_minilm_default,31,textblob_sentiment,0.0961,1.5,1,101
cluster_minilm_default,22,textblob_sentiment,0.09579,0.5,2,83
cluster_mpnet_default,2,distilbert_sentiment,0.09572,0,1,119
cluster_use_default,10,bertweet_sentiment,0.09566,0.5,2,89
cluster_mpnet_dbcv,0,bertweet_sentiment,0.09557,1.5,3,189
cluster_mpnet_dbcv,0,bertweet_sentiment,0.09557,1,3,189
cluster_distilbert_default,8,bertweet_sentiment,0.09548,1,1,108
cluster_minilm_default,5,bertweet_sentiment,0.09536,1,1,37
cluster_minilm_default,24,distilbert_sentiment,0.09511,0,1,41
cluster_minilm_default,10,textblob_sentiment,0.09495,0,3,66
cluster_distilbert_default,7,bertweet_sentiment,0.09487,2,1,32
cluster_distilbert_default,7,bertweet_sentiment,0.09487,1.5,1,32
cluster_distilbert_default,8,bertweet_sentiment,0.09453,1,3,108
cluster_distilbert_default,3,bertweet_sentiment,0.09398,2,3,76
cluster_use_default,4,textblob_sentiment,0.09395,0,3,96
cluster_mpnet_default,2,bertweet_sentiment,0.09394,0,1,119
cluster_minilm_default,8,textblob_sentiment,0.09379,0,3,32
cluster_minilm_default,19,bertweet_sentiment,0.09371,2,2,173
cluster_mpnet_dbcv,0,textblob_sentiment,0.09368,1,1,189
cluster_minilm_default,12,bertweet_sentiment,0.09363,2,2,65
cluster_minilm_default,12,bertweet_sentiment,0.09363,1.5,2,65
cluster_distilbert_default,0,bertweet_sentiment,0.09344,2,1,65
cluster_distilbert_default,17,bertweet_sentiment,0.09313,0,3,73
cluster_minilm_default,19,distilbert_sentiment,0.09299,0,2,173
cluster_distilbert_default,2,bertweet_sentiment,0.0929,0,1,87
cluster_distilbert_default,12,bertweet_sentiment,0.09273,1,2,64
cluster_mpnet_default,2,bertweet_sentiment,0.09273,0.5,2,119
cluster_mpnet_dbcv,0,textblob_sentiment,0.09267,2,1,189
cluster_use_default,0,textblob_sentiment,0.09251,2,3,243
cluster_minilm_default,26,distilbert_sentiment,0.09194,0,2,215
cluster_distilbert_default,15,distilbert_sentiment,0.09146,0,2,257
cluster_minilm_default,33,textblob_sentiment,0.09134,0.5,1,59
cluster_use_default,10,textblob_sentiment,0.09077,1,2,89
cluster_distilbert_default,19,bertweet_sentiment,0.09065,0.5,3,163
cluster_minilm_default,32,bertweet_sentiment,0.09025,0,2,62
cluster_distilbert_default,0,textblob_sentiment,0.09019,0.5,1,65
cluster_minilm_default,21,bertweet_sentiment,0.09016,0.5,1,168
cluster_mpnet_dbcv,0,textblob_sentiment,0.08912,0,2,189
cluster_mpnet_default,7,textblob_sentiment,0.08907,1.5,2,215
cluster_minilm_default,22,textblob_sentiment,0.089,0,3,83
cluster_minilm_default,20,bertweet_sentiment,0.08895,1.5,3,97
cluster_distilbert_default,8,bertweet_sentiment,0.08869,1.5,3,108
cluster_distilbert_default,13,textblob_sentiment,0.08869,0.5,2,78
cluster_minilm_default,12,textblob_sentiment,0.08867,0.5,2,65
cluster_minilm_default,33,textblob_sentiment,0.08829,1,1,59
cluster_minilm_default,33,bertweet_sentiment,0.08803,0,2,59
cluster_distilbert_default,15,bertweet_sentiment,0.08778,0.5,2,257
cluster_minilm_default,23,textblob_sentiment,0.08772,0.5,3,59
cluster_minilm_default,19,bertweet_sentiment,0.08762,1,3,173
cluster_distilbert_default,0,bertweet_sentiment,0.08752,1,1,65
cluster_use_dbcv,3,bertweet_sentiment,0.08667,0.5,3,327
cluster_use_dbcv,3,bertweet_sentiment,0.08666,1.5,3,327
cluster_mpnet_dbcv,0,textblob_sentiment,0.0866,0.5,3,189
cluster_use_default,5,bertweet_sentiment,0.08656,0.5,2,52
cluster_distilbert_default,7,bertweet_sentiment,0.08648,1,2,32
cluster_minilm_default,22,textblob_sentiment,0.08622,1,1,83
cluster_minilm_default,27,bertweet_sentiment,0.08593,2,3,72
cluster_distilbert_default,2,textblob_sentiment,0.0856,0,3,87
cluster_distilbert_default,8,bertweet_sentiment,0.08556,2,1,108
cluster_mpnet_dbcv,2,distilbert_sentiment,0.0848,0,1,134
cluster_mpnet_dbcv,0,textblob_sentiment,0.08466,1,3,189
cluster_mpnet_dbcv,0,textblob_sentiment,0.08466,1.5,3,189
cluster_minilm_default,3,textblob_sentiment,0.08452,0.5,2,53
cluster_mpnet_default,6,bertweet_sentiment,0.0844,1.5,3,74
cluster_distilbert_default,11,bertweet_sentiment,0.08431,1.5,3,58
cluster_distilbert_default,17,textblob_sentiment,0.08381,0,3,73
cluster_distilbert_default,8,distilbert_sentiment,0.08358,0,1,108
cluster_minilm_default,23,bertweet_sentiment,0.08353,2,2,59
cluster_minilm_default,15,textblob_sentiment,0.08295,2,1,152
cluster_use_default,8,bertweet_sentiment,0.08288,0,1,108
cluster_distilbert_default,12,bertweet_sentiment,0.08275,0,2,64
cluster_mpnet_dbcv,0,bertweet_sentiment,0.08258,1,1,189
cluster_minilm_default,19,distilbert_sentiment,0.08209,0,1,173
cluster_mpnet_dbcv,0,bertweet_sentiment,0.08201,0.5,3,189
cluster_mpnet_dbcv,2,textblob_sentiment,0.08176,0,3,134
cluster_minilm_default,3,bertweet_sentiment,0.0817,1.5,3,53
cluster_minilm_default,3,bertweet_sentiment,0.0817,2,3,53
cluster_minilm_default,33,textblob_sentiment,0.0815,0,1,59
cluster_minilm_default,7,textblob_sentiment,0.0814,1,2,63
cluster_minilm_default,7,textblob_sentiment,0.0814,1.5,2,63
cluster_use_dbcv,3,bertweet_sentiment,0.08139,0.5,2,327
cluster_minilm_default,21,bertweet_sentiment,0.0813,0,1,168
cluster_minilm_default,23,textblob_sentiment,0.08108,0,2,59
cluster_distilbert_default,22,bertweet_sentiment,0.08106,2,3,91
cluster_distilbert_default,22,bertweet_sentiment,0.08106,1.5,3,91
cluster_mpnet_default,0,textblob_sentiment,0.08095,0,1,91
cluster_mpnet_default,3,bertweet_sentiment,0.08078,1.5,1,56
cluster_mpnet_default,3,bertweet_sentiment,0.08078,2,1,56
cluster_minilm_default,13,textblob_sentiment,0.08069,0.5,1,49
cluster_distilbert_default,8,bertweet_sentiment,0.08059,1.5,2,108
cluster_use_default,10,textblob_sentiment,0.08038,2,2,89
cluster_mpnet_default,6,bertweet_sentiment,0.08033,1,2,74
cluster_distilbert_default,19,textblob_sentiment,0.07996,1.5,2,163
cluster_minilm_default,23,bertweet_sentiment,0.07923,2,1,59
cluster_minilm_default,21,bertweet_sentiment,0.07917,1,3,168
cluster_minilm_default,21,bertweet_sentiment,0.0789,2,1,168
cluster_minilm_default,31,textblob_sentiment,0.07872,2,1,101
cluster_minilm_default,17,textblob_sentiment,0.07845,0.5,2,44
cluster_distilbert_default,16,bertweet_sentiment,0.07845,1,2,103
cluster_minilm_default,8,bertweet_sentiment,0.07829,0,3,32
cluster_mpnet_default,7,textblob_sentiment,0.07822,2,3,215
cluster_mpnet_dbcv,0,textblob_sentiment,0.07819,1.5,1,189
cluster_use_dbcv,3,bertweet_sentiment,0.07819,1,2,327
cluster_distilbert_default,2,textblob_sentiment,0.07794,2,1,87
cluster_distilbert_default,2,textblob_sentiment,0.07794,1.5,1,87
cluster_distilbert_default,2,textblob_sentiment,0.07794,1,1,87
cluster_minilm_default,1,bertweet_sentiment,0.0778,0.5,1,39
cluster_mpnet_dbcv,0,bertweet_sentiment,0.07746,0,3,189
cluster_mpnet_default,7,textblob_sentiment,0.07714,1,2,215
cluster_mpnet_default,8,distilbert_sentiment,0.07684,0,3,218
cluster_minilm_default,31,textblob_sentiment,0.07684,2,3,101
cluster_minilm_default,19,bertweet_sentiment,0.0765,2,3,173
cluster_minilm_default,20,distilbert_sentiment,0.07648,0,3,97
cluster_minilm_default,15,textblob_sentiment,0.07605,1.5,1,152
cluster_minilm_default,32,textblob_sentiment,0.07575,0,3,62
cluster_minilm_default,15,textblob_sentiment,0.07551,0.5,2,152
cluster_minilm_default,4,bertweet_sentiment,0.07549,1.5,2,127
cluster_minilm_default,23,distilbert_sentiment,0.07546,0,2,59
cluster_mpnet_default,3,textblob_sentiment,0.07527,1.5,2,56
cluster_distilbert_default,12,bertweet_sentiment,0.07431,1.5,3,64
cluster_distilbert_default,0,textblob_sentiment,0.07396,2,1,65
cluster_use_default,1,textblob_sentiment,0.07378,1,1,53
cluster_minilm_default,0,distilbert_sentiment,0.07369,0,2,40
cluster_use_dbcv,3,textblob_sentiment,0.07365,1.5,3,327
cluster_minilm_default,5,textblob_sentiment,0.07359,0,3,37
cluster_minilm_default,15,textblob_sentiment,0.0732,1,2,152
cluster_mpnet_default,3,textblob_sentiment,0.07274,0.5,1,56
cluster_minilm_default,31,textblob_sentiment,0.07232,0,3,101
cluster_mpnet_dbcv,0,bertweet_sentiment,0.07219,0.5,1,189
cluster_minilm_default,7,bertweet_sentiment,0.07208,0,1,63
cluster_minilm_default,4,bertweet_sentiment,0.07206,0,1,127
cluster_distilbert_default,17,textblob_sentiment,0.07144,1.5,3,73
cluster_distilbert_default,17,textblob_sentiment,0.07144,1,3,73
cluster_minilm_default,25,textblob_sentiment,0.07116,1.5,1,70
cluster_use_default,3,textblob_sentiment,0.07098,2,2,150
cluster_minilm_default,10,textblob_sentiment,0.07095,1.5,3,66
cluster_minilm_default,21,bertweet_sentiment,0.07072,1,1,168
cluster_minilm_default,20,bertweet_sentiment,0.07048,1,3,97
cluster_distilbert_default,0,bertweet_sentiment,0.07035,1,2,65
cluster_mpnet_dbcv,-1,bertweet_sentiment,0.06978,0,1,851
cluster_minilm_default,21,bertweet_sentiment,0.06909,1.5,1,168
cluster_use_default,1,textblob_sentiment,0.06871,0.5,3,53
cluster_use_default,1,textblob_sentiment,0.06871,1,3,53
cluster_mpnet_default,7,bertweet_sentiment,0.06862,0,3,215
cluster_minilm_default,26,textblob_sentiment,0.06818,0.5,1,215
cluster_use_default,5,bertweet_sentiment,0.06816,1,2,52
cluster_use_default,8,textblob_sentiment,0.06813,0,1,108
cluster_mpnet_default,3,bertweet_sentiment,0.06811,1,3,56
cluster_minilm_default,4,textblob_sentiment,0.06796,0,1,127
cluster_use_dbcv,3,textblob_sentiment,0.06795,1,2,327
cluster_minilm_default,16,distilbert_sentiment,0.06788,0,1,33
cluster_mpnet_default,3,bertweet_sentiment,0.06745,0,2,56
cluster_minilm_default,22,bertweet_sentiment,0.06706,0.5,2,83
cluster_minilm_default,15,textblob_sentiment,0.06671,0.5,1,152
cluster_use_default,3,bertweet_sentiment,0.06665,2,2,150
cluster_minilm_default,20,distilbert_sentiment,0.06661,0,2,97
cluster_minilm_default,29,textblob_sentiment,0.06641,0,1,61
cluster_use_default,0,bertweet_sentiment,0.06639,0,2,243
cluster_minilm_default,15,textblob_sentiment,0.06615,1,3,152
cluster_minilm_default,19,bertweet_sentiment,0.06586,1.5,3,173
cluster_minilm_default,10,bertweet_sentiment,0.06556,1,2,66
cluster_minilm_default,15,bertweet_sentiment,0.06473,0.5,1,152
cluster_use_default,10,textblob_sentiment,0.06468,1.5,2,89
cluster_minilm_default,27,textblob_sentiment,0.06451,2,1,72
cluster_minilm_default,11,distilbert_sentiment,0.06446,0,2,56
cluster_mpnet_default,4,distilbert_sentiment,0.0643,0,2,2238
cluster_mpnet_dbcv,2,bertweet_sentiment,0.06392,1,1,134
cluster_use_default,5,bertweet_sentiment,0.06384,2,3,52
cluster_minilm_default,31,bertweet_sentiment,0.06373,0.5,2,101
cluster_distilbert_default,22,textblob_sentiment,0.06359,0,1,91
cluster_distilbert_default,3,distilbert_sentiment,0.06344,0,2,76
cluster_minilm_default,19,textblob_sentiment,0.06322,2,1,173
cluster_distilbert_dbcv,0,distilbert_sentiment,0.06243,0,3,2074
cluster_use_default,3,bertweet_sentiment,0.0622,1,3,150
cluster_use_default,3,bertweet_sentiment,0.0622,0.5,3,150
cluster_distilbert_default,8,bertweet_sentiment,0.06184,0,2,108
cluster_distilbert_default,20,bertweet_sentiment,0.06178,2,2,91
cluster_mpnet_dbcv,2,bertweet_sentiment,0.0617,0,2,134
cluster_use_default,5,bertweet_sentiment,0.06151,0,3,52
cluster_mpnet_default,1,textblob_sentiment,0.06145,2,3,78
cluster_minilm_default,19,bertweet_sentiment,0.06139,1.5,2,173
cluster_minilm_default,20,textblob_sentiment,0.06131,1.5,2,97
cluster_minilm_default,19,bertweet_sentiment,0.06107,1.5,1,173
cluster_minilm_default,24,textblob_sentiment,0.06107,2,2,41
cluster_use_default,1,textblob_sentiment,0.06093,0.5,2,53
cluster_minilm_default,12,bertweet_sentiment,0.06078,0,2,65
cluster_minilm_default,26,textblob_sentiment,0.06078,1,1,215
cluster_use_dbcv,3,bertweet_sentiment,0.06047,0,3,327
cluster_mpnet_default,7,textblob_sentiment,0.06041,1,3,215
cluster_minilm_default,19,textblob_sentiment,0.06022,0,3,173
cluster_use_dbcv,3,bertweet_sentiment,0.06014,0,2,327
cluster_use_dbcv,0,distilbert_sentiment,0.05992,0,2,1971
cluster_mpnet_default,0,textblob_sentiment,0.05963,0.5,3,91
cluster_distilbert_default,21,textblob_sentiment,0.05954,0,1,2075
cluster_distilbert_dbcv,1,bertweet_sentiment,0.05941,1.5,2,2252
cluster_minilm_default,34,textblob_sentiment,0.05921,0,1,1749
cluster_mpnet_default,2,textblob_sentiment,0.05921,0.5,3,119
cluster_distilbert_default,15,bertweet_sentiment,0.05915,1,3,257
cluster_minilm_default,15,bertweet_sentiment,0.05911,1.5,1,152
cluster_distilbert_default,17,textblob_sentiment,0.05897,1,1,73
cluster_distilbert_default,18,distilbert_sentiment,0.05882,0,3,94
cluster_distilbert_default,22,bertweet_sentiment,0.05876,2,1,91
cluster_distilbert_default,0,bertweet_sentiment,0.05869,0.5,2,65
cluster_minilm_default,19,bertweet_sentiment,0.05861,1,1,173
cluster_use_default,9,distilbert_sentiment,0.05816,0,2,1687
cluster_minilm_default,5,bertweet_sentiment,0.05816,0.5,1,37
cluster_minilm_default,10,bertweet_sentiment,0.05769,0,3,66
cluster_use_default,0,bertweet_sentiment,0.05728,0.5,2,243
cluster_minilm_default,12,bertweet_sentiment,0.05716,0.5,3,65
cluster_minilm_dbcv,1,bertweet_sentiment,0.05708,0.5,1,89
cluster_use_dbcv,3,bertweet_sentiment,0.05671,2,3,327
cluster_minilm_default,19,bertweet_sentiment,0.05668,0,1,173
cluster_distilbert_default,6,distilbert_sentiment,0.05643,0,1,72
cluster_distilbert_dbcv,1,bertweet_sentiment,0.05629,2,2,2252
cluster_distilbert_default,19,bertweet_sentiment,0.056,0.5,1,163
cluster_use_default,5,bertweet_sentiment,0.05581,1,3,52
cluster_use_default,5,bertweet_sentiment,0.05581,1.5,3,52
cluster_distilbert_dbcv,1,textblob_sentiment,0.0557,1,3,2252
cluster_use_dbcv,3,textblob_sentiment,0.05553,1,3,327
cluster_distilbert_default,16,bertweet_sentiment,0.05551,1.5,2,103
cluster_distilbert_default,5,textblob_sentiment,0.05517,1.5,2,89
cluster_distilbert_default,5,textblob_sentiment,0.05517,1,2,89
cluster_minilm_default,5,textblob_sentiment,0.05491,0.5,1,37
